Flow ID, Source IP, Source Port, Destination IP, Destination Port, Protocol, Timestamp,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Mean, Bwd Packet Length Mean,Flow Bytes/s, Flow Packets/s, Flow IAT Max,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count,Init_Win_bytes_forward, Init_Win_bytes_backward, min_seg_size_forward, Label
183.79.248.124-10.42.0.211-443-34674-6,10.42.0.211,34674,183.79.248.124,443,6,30/08/2017 03:53:59,0,0,0,0,0,3.200467695,905292,0,0,0,0,1,0,1776,-1,32,RANSOMWARE_PORNDROID
203.205.158.60-10.42.0.211-80-55459-6,10.42.0.211,55459,203.205.158.60,80,6,30/08/2017 12:39:06,0,0,0,0,0,0.354038822,10092244,0,0,0,1,0,0,65535,14480,32,RANSOMWARE_PORNDROID
10.42.0.211-119.146.74.34-56858-80-6,10.42.0.211,56858,119.146.74.34,80,6,5/8/2017 8:48,350,32787,26.92307692,1092.9,46162.67617,59.90267904,231739,0,0,0,1,0,0,65535,4380,20,BENIGN
10.42.0.151-10.42.0.1-56191-53-17,10.42.0.151,56191,10.42.0.1,53,17,6/7/2017 1:58,33,141,33,141,1587.953457,18.25233858,109575,0,0,0,0,0,0,-1,-1,32,BENIGN
174.35.73.166-10.42.0.42-443-52887-6,10.42.0.42,52887,174.35.73.166,443,6,7/7/2017 8:20,0,0,0,0,0,1.221641128,1637142,0,0,0,0,1,0,2138,-1,32,BENIGN
10.42.0.211-10.42.0.1-60168-53-17,10.42.0.211,60168,10.42.0.1,53,17,5/7/2017 10:31,35,77,35,77,122.4194901,2.186062322,914887,0,0,0,0,0,0,-1,-1,40,BENIGN
220.243.235.201-10.42.0.42-80-33909-6,10.42.0.42,33909,220.243.235.201,80,6,7/7/2017 4:57,0,0,0,0,0,0.133065663,30029838,0,0,0,1,0,0,65535,115,20,BENIGN
162.208.22.34-10.42.0.151-443-51943-6,10.42.0.151,51943,162.208.22.34,443,6,20/06/2017 12:11:20,329,3760,36.55555556,626.6666667,373.8678018,1.371488635,10679270,0,0,0,1,0,0,65535,60,20,BENIGN
10.42.0.211-10.42.0.1-19503-53-17,10.42.0.211,19503,10.42.0.1,53,17,23/06/2017 07:30:29,42,93,42,93,4222.57671,62.556692,31971,0,0,0,0,0,0,-1,-1,32,BENIGN
10.42.0.211-10.42.0.1-36689-53-17,10.42.0.211,36689,10.42.0.1,53,17,27/06/2017 03:19:06,37,116,37,116,256.9675146,3.359052478,595406,0,0,0,0,0,0,-1,-1,40,SCAREWARE_FAKEAPP
10.42.0.211-10.42.0.1-15135-53-17,10.42.0.211,15135,10.42.0.1,53,17,29/06/2017 09:39:00,35,86,35,86,1962.247016,32.43383498,61664,0,0,0,0,0,0,-1,-1,32,SCAREWARE_FAKEJOBOFFER
10.42.0.211-47.93.77.90-38235-80-6,10.42.0.211,38235,47.93.77.90,80,6,23/06/2017 10:19:00,0,0,0,0,0,2.696760112,1082054,0,0,0,0,1,0,1396,-1,32,BENIGN
203.205.158.60-10.42.0.211-80-44226-6,10.42.0.211,44226,203.205.158.60,80,6,4/8/2017 6:10,1181,8849,131.2222222,589.9333333,325.4109554,0.778650342,29492780,0,0,0,1,0,0,65535,553,32,BENIGN
10.42.0.42-63.251.88.56-57108-443-6,10.42.0.42,57108,63.251.88.56,443,6,21/06/2017 09:26:11,901,4993,90.1,453.9090909,20697.40492,73.743723,103330,0,0,0,1,0,0,65535,5281,32,BENIGN
10.42.0.42-103.235.46.39-43559-80-6,10.42.0.42,43559,103.235.46.39,80,6,20/06/2017 08:03:31,0,0,0,0,0,0.461432013,4334333,0,0,0,0,1,1,1369,-1,20,BENIGN
10.42.0.151-10.42.0.1-32900-53-17,10.42.0.151,32900,10.42.0.1,53,17,21/06/2017 08:25:41,31,88,31,88,228.8540757,3.846286987,519982,0,0,0,0,0,0,-1,-1,20,BENIGN
10.42.0.151-114.134.80.163-56007-443-6,10.42.0.151,56007,114.134.80.163,443,6,14/06/2017 02:24:35,1011,3951,101.1,395.1,189.4671174,0.76367238,24978928,0,0,0,1,0,0,65535,140,20,ADWARE_SELFMITE
10.42.0.211-31.13.73.37-43312-443-6,10.42.0.211,43312,31.13.73.37,443,6,20/06/2017 04:40:47,42,0,14,0,4485.262708,320.3759077,5991,0,0,0,0,1,0,1403,-1,32,BENIGN
10.42.0.151-14.17.42.57-49532-80-6,10.42.0.151,49532,14.17.42.57,80,6,28/06/2017 02:38:09,0,0,0,0,0,0.981839407,2036993,0,0,0,0,1,1,1369,-1,32,SCAREWARE_FAKEAPPAL
10.42.0.42-106.39.169.66-54430-443-6,106.39.169.66,443,10.42.0.42,54430,6,5/8/2017 2:56,0,0,0,0,0,333.5000834,5997,0,0,0,0,1,1,115,1369,20,BENIGN
183.232.231.172-10.42.0.211-443-35294-6,10.42.0.211,35294,183.232.231.172,443,6,15/06/2017 04:53:03,0,0,0,0,0,0.28653172,6980030,0,0,0,0,1,1,1369,-1,20,ADWARE_GOOLIGAN
10.42.0.1-10.42.0.42-53-45979-17,10.42.0.42,45979,10.42.0.1,53,17,28/06/2017 03:23:32,30,149,30,149,1950.528495,21.79361447,91770,0,0,0,0,0,0,-1,-1,32,SCAREWARE_FAKEAV
10.42.0.151-10.42.0.1-35257-53-17,10.42.0.151,35257,10.42.0.1,53,17,15/06/2017 05:06:27,36,117,36,117,3222.002274,42.11767679,47486,0,0,0,0,0,0,-1,-1,44,ADWARE_GOOLIGAN
10.42.0.211-43.242.181.16-47891-443-6,10.42.0.211,47891,43.242.181.16,443,6,27/06/2017 03:27:25,558,4784,69.75,531.5555556,301.1647272,0.95840516,16816887,0,0,0,1,0,0,65535,131,20,SCAREWARE_VIRUSSHIELD
205.185.216.42-10.42.0.211-80-46687-6,10.42.0.211,46687,205.185.216.42,80,6,6/7/2017 10:33,578,11381,96.33333333,948.4166667,1190.264218,1.791517345,9981560,0,0,0,1,0,0,65535,31,32,BENIGN
10.42.0.151-98.139.225.43-51720-443-6,98.139.225.43,443,10.42.0.151,51720,6,15/06/2017 11:27:05,0,0,0,0,0,166.847418,11987,0,0,0,0,1,1,31,1550,32,ADWARE_FEIWO
10.42.0.42-104.244.43.35-57196-443-6,10.42.0.42,57196,104.244.43.35,443,6,28/06/2017 12:18:12,0,0,0,0,0,0.75313171,3947830,0,0,0,0,1,0,2608,-1,32,SCAREWARE_FAKEAV
131.253.61.84-10.42.0.151-443-47911-6,10.42.0.151,47911,131.253.61.84,443,6,26/06/2017 04:15:24,997,11888,99.7,1080.727273,30344.63594,49.45575123,75797,0,0,0,1,0,0,65535,257,32,SCAREWARE_FAKEAPPAL
239.255.255.250-10.42.0.211-1900-50429-17,10.42.0.211,50429,239.255.255.250,1900,17,11/7/2017 1:12,530,0,132.5,0,3291925.466,24844.7205,91,0,0,0,0,0,0,-1,-1,32,SMSMALWARE_PLANKTON
10.42.0.151-10.42.0.1-4416-53-17,10.42.0.151,4416,10.42.0.1,53,17,23/06/2017 12:02:40,36,215,36,215,1135746.606,9049.773756,221,0,0,0,0,0,0,-1,-1,32,SCAREWARE_AVFORANDROID
10.42.0.1-10.42.0.42-53-19307-17,10.42.0.42,19307,10.42.0.1,53,17,4/7/2017 11:05,30,156,30,156,5833.098128,62.72148524,31887,0,0,0,0,0,0,-1,-1,32,BENIGN
172.217.10.78-10.42.0.211-443-59672-6,10.42.0.211,59672,172.217.10.78,443,6,7/7/2017 10:41,2322,9621,154.8,740.0769231,311.8302409,0.731076509,37819038,0,0,0,1,0,0,65535,383,32,BENIGN
10.42.0.42-35.185.128.234-37656-443-6,10.42.0.42,37656,35.185.128.234,443,6,14/07/2017 12:33:50,31,0,15.5,0,166666.6667,10752.68817,186,0,1,0,0,1,0,1637,-1,32,BENIGN
10.42.0.151-69.28.57.171-49546-80-6,10.42.0.151,49546,69.28.57.171,80,6,20/06/2017 02:35:41,0,0,0,0,0,15.74257737,112776,0,0,0,1,0,0,65535,14600,20,BENIGN
10.42.0.211-10.42.0.1-9540-53-17,10.42.0.211,9540,10.42.0.1,53,17,31/08/2017 10:49:50,33,178,33,178,150.9132756,1.430457589,1398154,0,0,0,0,0,0,-1,-1,20,RANSOMWARE_PORNDROID
10.42.0.151-119.146.74.49-60792-443-6,10.42.0.151,60792,119.146.74.49,443,6,29/06/2017 12:44:55,0,0,0,0,0,1.408511211,1419939,0,0,0,0,1,1,1453,-1,20,SCAREWARE_FAKEAPPAL
192.229.173.173-10.42.0.151-443-60710-6,10.42.0.151,60710,192.229.173.173,443,6,22/06/2017 06:15:47,329,5178,32.9,470.7272727,263.9526183,1.00653804,20721427,0,0,0,1,0,0,65535,285,32,SCAREWARE_ANDROIDSPY
10.42.0.211-10.42.0.1-1279-53-17,10.42.0.211,1279,10.42.0.1,53,17,22/06/2017 06:32:49,33,93,33,93,966.4948454,15.34118802,130368,0,0,0,0,0,0,-1,-1,40,BENIGN
183.79.215.139-10.42.0.151-443-53297-6,10.42.0.151,53297,183.79.215.139,443,6,30/06/2017 10:23:50,1519,4562,151.9,456.2,52.37279328,0.172250595,115417856,0,0,0,1,0,0,65535,34,32,SMSMALWARE_FAKENOTIFY
172.217.10.110-10.42.0.151-443-43382-6,10.42.0.151,43382,172.217.10.110,443,6,13/06/2017 01:00:51,2553,6339,150.1764706,372.8823529,3108.219304,11.88477916,1880021,0,0,0,1,0,0,65535,383,32,ADWARE_FEIWO
172.217.12.174-10.42.0.42-443-44205-6,172.217.12.174,443,10.42.0.42,44205,6,30/08/2017 08:56:53,0,31,0,15.5,0.515380363,0.066500692,60013342,0,0,0,0,1,1,397,3211,20,RANSOMWARE_SVPENG
172.217.11.36-10.42.0.42-443-38305-6,10.42.0.42,38305,172.217.11.36,443,6,29/06/2017 10:18:09,0,0,0,0,0,42.25114078,47336,0,0,0,0,1,1,349,-1,32,SCAREWARE_FAKEAV
10.42.0.211-10.42.0.1-20518-53-17,10.42.0.211,20518,10.42.0.1,53,17,6/8/2017 5:40,53,279,53,279,371364.6532,2237.136465,894,0,0,0,0,0,0,-1,-1,32,BENIGN
10.42.0.151-54.192.38.154-33203-443-6,10.42.0.151,33203,54.192.38.154,443,6,20/06/2017 01:34:55,8542,327099,42.28712871,1329.670732,54495.2346,72.73802993,2126231,0,0,0,1,0,0,65535,193,32,BENIGN
137.175.31.97-10.42.0.211-80-45191-6,10.42.0.211,45191,137.175.31.97,80,6,15/06/2017 07:49:36,0,0,0,0,0,12048.19277,166,0,0,0,0,1,0,1386,-1,32,ADWARE_GOOLIGAN
172.217.9.238-10.42.0.42-443-34584-17,10.42.0.42,34584,172.217.9.238,443,17,20/06/2017 05:43:20,4267,2969,387.9090909,269.9090909,26030.08785,79.14067615,69457,0,0,0,0,0,0,-1,-1,32,BENIGN
203.205.158.62-10.42.0.211-80-33404-6,10.42.0.211,33404,203.205.158.62,80,6,30/06/2017 10:14:45,0,0,0,0,0,0.420540251,10165270,0,0,0,1,0,0,65535,14480,32,SMSMALWARE_FAKENOTIFY
172.217.12.138-10.42.0.211-443-58492-17,10.42.0.211,58492,172.217.12.138,443,17,7/8/2017 7:39,3145,4349,393.125,543.625,27533.25006,58.78462782,101630,0,0,0,0,0,0,-1,-1,20,BENIGN
10.42.0.151-119.146.74.48-33814-80-6,10.42.0.151,33814,119.146.74.48,80,6,18/06/2017 11:44:25,0,0,0,0,0,0.580846978,9892264,0,0,0,1,0,0,65535,65535,20,BENIGN
10.42.0.42-64.71.142.124-45983-443-6,10.42.0.42,45983,64.71.142.124,443,6,28/06/2017 03:27:59,0,15,0,3,6.692016023,5.79974722,850098,0,0,0,0,1,0,1461,35,20,SMSMALWARE_BIIGE
203.205.144.184-10.42.0.151-80-50871-6,10.42.0.151,50871,203.205.144.184,80,6,30/06/2017 10:38:39,0,0,0,0,0,12903.22581,155,1,0,0,0,0,0,0,-1,20,SMSMALWARE_FAKENOTIFY
220.243.219.55-10.42.0.151-80-46732-6,10.42.0.151,46732,220.243.219.55,80,6,13/06/2017 10:29:20,0,0,0,0,0,0.132071522,15143310,0,0,0,0,1,0,1689,-1,20,ADWARE_EWIND
10.42.0.211-104.192.108.27-36574-80-6,10.42.0.211,36574,104.192.108.27,80,6,6/7/2017 2:03,1574,9905,121.0769231,825.4166667,303.1456131,0.660217817,34987674,0,0,0,1,0,0,65535,36,32,BENIGN
172.217.10.16-10.42.0.151-443-53511-6,10.42.0.151,53511,172.217.10.16,443,6,21/06/2017 04:17:44,0,0,0,0,0,16.01178467,124908,0,0,0,0,1,1,390,-1,32,BENIGN
10.42.0.151-10.42.0.1-20558-53-17,10.42.0.151,20558,10.42.0.1,53,17,23/06/2017 12:19:34,36,94,36,94,4076.385187,62.71361826,31891,0,0,0,0,0,0,-1,-1,32,BENIGN
10.42.0.211-10.42.0.1-19764-53-17,10.42.0.211,19764,10.42.0.1,53,17,25/08/2017 12:46:27,32,239,32,239,1030.426087,7.604620567,262998,0,0,0,0,0,0,-1,-1,20,RANSOMWARE_LOCKERPIN
10.42.0.211-23.33.114.45-43658-443-6,10.42.0.211,43658,23.33.114.45,443,6,19/06/2017 04:46:47,0,31,0,15.5,1277.507624,123.62977,24242,0,0,0,0,1,1,1912,1051,32,BENIGN
216.58.219.238-10.42.0.42-443-41087-6,10.42.0.42,41087,216.58.219.238,443,6,5/7/2017 11:42,1577,5805,112.6428571,341.4705882,26126.53425,109.7158713,77003,0,0,0,1,0,0,65535,361,32,BENIGN
10.42.0.42-119.146.74.34-44476-80-6,10.42.0.42,44476,119.146.74.34,80,6,28/06/2017 09:22:48,0,0,0,0,0,729.3946025,2742,0,0,0,0,1,0,1415,-1,20,SCAREWARE_FAKEAV
10.42.0.151-14.17.42.57-55283-80-6,10.42.0.151,55283,14.17.42.57,80,6,30/06/2017 10:22:58,0,0,0,0,0,0.044504514,44939262,0,0,0,0,1,0,1369,-1,32,SMSMALWARE_FAKENOTIFY
172.217.6.195-10.42.0.211-443-48252-6,10.42.0.211,48252,172.217.6.195,443,6,30/08/2017 03:20:29,0,0,0,0,0,0.334984472,8909026,0,0,0,0,1,1,183,-1,32,RANSOMWARE_PORNDROID
10.42.0.151-10.42.0.1-58802-53-17,10.42.0.151,58802,10.42.0.1,53,17,31/08/2017 01:48:13,30,164,30,164,177.6901743,1.831857467,1091788,0,0,0,0,0,0,-1,-1,40,RANSOMWARE_SIMPLOCKER
10.42.0.211-72.247.70.190-38159-80-6,10.42.0.211,38159,72.247.70.190,80,6,14/06/2017 10:01:14,1998,2241,333,373.5,1323.565365,3.746823396,2355997,0,1,0,0,1,0,3813,1256,32,ADWARE_DOWGIN
202.77.129.161-10.42.0.151-80-35270-6,10.42.0.151,35270,202.77.129.161,80,6,22/06/2017 11:11:11,0,0,0,0,0,0.384771883,10154152,0,0,0,1,0,0,65535,14600,20,BENIGN
10.42.0.1-10.42.0.42-53-17962-17,10.42.0.42,17962,10.42.0.1,53,17,23/06/2017 08:37:36,36,157,36,157,6051.294914,62.70771932,31894,0,0,0,0,0,0,-1,-1,40,BENIGN
10.42.0.211-10.42.0.1-24287-53-17,10.42.0.211,24287,10.42.0.1,53,17,21/06/2017 01:16:11,36,156,36,156,6072.298302,63.25310731,31619,0,0,0,0,0,0,-1,-1,32,BENIGN
203.90.242.126-10.42.0.151-80-51687-6,203.90.242.126,80,10.42.0.151,51687,6,24/08/2017 02:43:36,0,0,0,0,0,42.40162822,47168,0,0,0,0,1,1,227,1369,32,RANSOMWARE_SIMPLOCKER
140.205.34.16-10.42.0.151-80-32879-6,140.205.34.16,80,10.42.0.151,32879,6,15/06/2017 11:43:54,0,0,0,0,0,33.87074922,59048,0,0,0,0,1,1,10904,65535,20,ADWARE_FEIWO
10.42.0.211-10.42.0.1-65010-53-17,10.42.0.211,65010,10.42.0.1,53,17,21/06/2017 12:22:47,30,156,30,156,3862.28664,41.52996387,48158,0,0,0,0,0,0,-1,-1,20,BENIGN
172.217.10.234-10.42.0.211-443-34246-6,10.42.0.211,34246,172.217.10.234,443,6,26/06/2017 08:04:25,4628,1214,462.8,121.4,13088.85274,44.80949244,81551,0,0,0,1,0,0,65535,383,32,SCAREWARE_ANDROIDDEFENDER
172.217.7.227-10.42.0.211-80-55497-6,10.42.0.211,55497,172.217.7.227,80,6,5/7/2017 10:53,371,845,92.75,281.6666667,10944.01094,63.000063,41422,0,0,0,1,0,0,65535,340,32,BENIGN
202.77.129.150-10.42.0.42-80-52727-6,202.77.129.150,80,10.42.0.42,52727,6,26/06/2017 03:44:45,106,0,106,0,50070.85498,944.7331129,2117,0,0,0,0,1,1,115,0,20,SCAREWARE_AVPASS
10.42.0.42-76.13.28.70-33574-443-6,10.42.0.42,33574,76.13.28.70,443,6,5/7/2017 6:27,643,4867,71.44444444,695.2857143,490.4453938,1.424160853,11087732,0,0,0,1,0,0,65535,61,32,BENIGN
139.162.2.104-10.42.0.211-80-38581-6,10.42.0.211,38581,139.162.2.104,80,6,15/06/2017 02:56:52,0,0,0,0,0,500000,4,0,0,0,0,1,0,65535,-1,20,ADWARE_GOOLIGAN
174.35.73.98-10.42.0.211-443-42199-6,10.42.0.211,42199,174.35.73.98,443,6,15/06/2017 11:46:20,1195,79210,36.21212121,1200.151515,2631.660083,3.240275459,30266517,0,0,0,1,0,0,65535,672,32,ADWARE_YOUMI
203.205.158.62-10.42.0.211-80-51585-6,10.42.0.211,51585,203.205.158.62,80,6,5/7/2017 11:57,393,6047,49.125,755.875,218.4995123,0.542855931,29032243,0,0,0,1,0,0,65535,122,32,BENIGN
183.79.1.60-10.42.0.42-443-44391-6,10.42.0.42,44391,183.79.1.60,443,6,8/8/2017 12:14,2643,5882,264.3,452.4615385,778.5933499,2.100603759,8166284,0,0,0,1,0,0,65535,45,32,BENIGN
172.217.10.238-10.42.0.151-443-44686-17,10.42.0.151,44686,172.217.10.238,443,17,22/06/2017 02:03:19,5708,3044,407.7142857,234.1538462,19068.24436,58.82570814,76524,0,0,0,0,0,0,-1,-1,20,SCAREWARE_ANDROIDSPY
10.42.0.42-54.192.38.7-50107-443-6,10.42.0.42,50107,54.192.38.7,443,6,28/06/2017 12:07:24,1146,18231,88.15384615,1072.411765,106494.5343,164.8777432,34350,0,0,0,1,0,0,65535,122,32,SCAREWARE_FAKEAV
224.0.0.1-10.42.0.211-9998-57895-17,10.42.0.211,57895,224.0.0.1,9998,17,15/06/2017 08:03:21,42,0,21,0,626865.6716,29850.74627,67,0,0,0,0,0,0,-1,-1,32,ADWARE_YOUMI
10.42.0.1-10.42.0.42-53-16735-17,10.42.0.42,16735,10.42.0.1,53,17,28/06/2017 12:40:27,32,69,32,69,1227.873954,24.31433573,82256,0,0,0,0,0,0,-1,-1,32,SCAREWARE_FAKEAV
10.42.0.211-64.71.142.120-47246-443-6,10.42.0.211,47246,64.71.142.120,443,6,5/8/2017 8:17,31,0,31,0,688888.8889,44444.44444,45,0,1,0,0,1,0,48,48,20,BENIGN
10.42.0.211-64.71.142.96-52998-443-6,10.42.0.211,52998,64.71.142.96,443,6,21/08/2017 01:45:50,31,0,31,0,720930.2326,46511.62791,43,0,1,0,0,1,0,47,47,20,RANSOMWARE_JISUT
174.35.73.98-10.42.0.211-80-45602-6,10.42.0.211,45602,174.35.73.98,80,6,14/06/2017 02:45:16,0,0,0,0,0,0.206960538,9663678,0,0,0,0,1,0,1884,-1,32,ADWARE_KOODOUS
10.42.0.1-10.42.0.42-53-34548-17,10.42.0.42,34548,10.42.0.1,53,17,22/06/2017 05:09:02,40,80,40,80,1997.935467,33.29892444,60062,0,0,0,0,0,0,-1,-1,32,BENIGN
10.42.0.151-10.42.0.1-8435-53-17,10.42.0.151,8435,10.42.0.1,53,17,21/07/2017 03:07:03,33,102,33,102,171.554269,2.541544725,786923,0,0,0,0,0,0,-1,-1,32,BENIGN
10.42.0.211-10.42.0.1-46621-53-17,10.42.0.211,46621,10.42.0.1,53,17,31/08/2017 10:18:48,43,99,43,99,4521.860969,63.68818266,31403,0,0,0,0,0,0,-1,-1,40,RANSOMWARE_PORNDROID
10.42.0.151-125.88.193.249-51831-80-6,10.42.0.151,51831,125.88.193.249,80,6,22/06/2017 05:15:25,0,0,0,0,0,0.193224281,16018123,0,0,0,1,0,0,65535,-1,40,SCAREWARE_ANDROIDSPY
172.217.12.141-10.42.0.42-443-43610-6,10.42.0.42,43610,172.217.12.141,443,6,29/08/2017 10:16:00,55,0,55,0,291005.291,10582.01058,189,0,1,0,0,1,0,194,194,32,RANSOMWARE_SVPENG
183.232.231.172-10.42.0.211-443-56090-6,10.42.0.211,56090,183.232.231.172,443,6,15/06/2017 07:35:47,0,0,0,0,0,0.831554154,2405135,0,0,0,0,1,1,1369,-1,20,ADWARE_GOOLIGAN
10.42.0.151-98.139.225.43-47263-443-6,10.42.0.151,47263,98.139.225.43,443,6,26/06/2017 02:54:30,0,0,0,0,0,0.026486075,113230445,0,0,0,0,1,0,1595,-1,32,SCAREWARE_VIRUSSHIELD
10.42.0.211-31.13.71.52-38549-443-6,31.13.71.52,443,10.42.0.211,38549,6,14/06/2017 05:30:17,0,0,0,0,0,1.734359438,2244504,0,0,0,0,1,1,126,7873,32,ADWARE_MOBIDASH
172.217.12.168-10.42.0.211-443-56101-6,10.42.0.211,56101,172.217.12.168,443,6,8/7/2017 4:40,0,0,0,0,0,0.34570783,8563129,0,0,0,0,1,1,357,-1,32,BENIGN
172.217.0.234-10.42.0.151-443-53042-6,172.217.0.234,443,10.42.0.151,53042,6,31/08/2017 01:33:56,0,0,0,0,0,15.48139394,191306,0,0,0,0,1,1,183,1635,32,RANSOMWARE_SIMPLOCKER
10.42.0.211-104.192.108.22-33528-80-6,10.42.0.211,33528,104.192.108.22,80,6,21/08/2017 03:53:05,0,0,0,0,0,1.158107097,1726956,0,0,0,0,1,0,1414,-1,32,RANSOMWARE_JISUT
10.42.0.1-10.42.0.42-53-27172-17,10.42.0.42,27172,10.42.0.1,53,17,20/06/2017 02:14:30,34,81,34,81,287.5057501,5.000100002,399992,0,0,0,0,0,0,-1,-1,40,BENIGN
202.77.129.150-10.42.0.42-443-46119-6,10.42.0.42,46119,202.77.129.150,443,6,2/7/2017 2:20,1391,4706,198.7142857,672.2857143,5520.79966,12.6769223,273629,0,0,0,1,0,0,65535,145,20,BENIGN
172.217.10.227-10.42.0.151-443-55894-6,10.42.0.151,55894,172.217.10.227,443,6,5/8/2017 5:32,0,0,0,0,0,54.48997384,36704,0,0,0,0,1,1,3186,349,32,BENIGN
183.79.249.252-10.42.0.211-443-34725-6,10.42.0.211,34725,183.79.249.252,443,6,29/06/2017 11:59:45,1277,1018,182.4285714,113.1111111,135.8164647,0.946868599,10077718,0,0,0,1,0,0,65535,32,32,SCAREWARE_FAKEJOBOFFER
10.42.0.211-54.230.49.131-36273-443-6,10.42.0.211,36273,54.230.49.131,443,6,11/7/2017 3:36,31,0,31,0,1476190.476,95238.09524,21,0,1,0,0,1,0,122,122,32,SMSMALWARE_PLANKTON
10.42.0.211-10.42.0.1-48401-53-17,10.42.0.211,48401,10.42.0.1,53,17,22/08/2017 11:56:34,44,94,44,94,618834.0807,8968.609865,223,0,0,0,0,0,0,-1,-1,32,RANSOMWARE_JISUT
10.42.0.151-106.11.94.1-54936-443-6,10.42.0.151,54936,106.11.94.1,443,6,30/06/2017 04:39:32,0,0,0,0,0,0.257857398,15249779,0,0,0,1,0,0,65535,14600,20,SMSMALWARE_FAKENOTIFY
183.79.250.251-10.42.0.151-443-58324-6,10.42.0.151,58324,183.79.250.251,443,6,16/06/2017 12:08:12,333,4878,37,813,9162.777776,26.37529584,183595,0,0,0,1,0,0,65535,32,32,ADWARE_FEIWO
10.42.0.211-123.125.115.190-39120-80-6,10.42.0.211,39120,123.125.115.190,80,6,4/8/2017 6:59,0,0,0,0,0,17.94156432,111473,0,0,0,0,1,0,1393,492,20,BENIGN
10.42.0.211-31.13.69.245-45554-443-6,31.13.69.245,443,10.42.0.211,45554,6,25/08/2017 10:04:23,0,0,0,0,0,0.394201247,7607386,0,0,0,0,1,1,118,1954,32,RANSOMWARE_LOCKERPIN
10.42.0.211-34.227.156.176-34126-80-6,10.42.0.211,34126,34.227.156.176,80,6,11/7/2017 4:11,0,0,0,0,0,0.289478247,6908982,0,0,0,0,1,1,1386,-1,32,SMSMALWARE_PLANKTON
10.42.0.151-58.63.236.212-52035-443-6,10.42.0.151,52035,58.63.236.212,443,6,20/06/2017 08:27:58,0,0,0,0,0,0.130770348,30258601,0,0,0,1,0,0,65535,115,20,BENIGN
10.42.0.151-119.146.74.34-47079-80-6,10.42.0.151,47079,119.146.74.34,80,6,14/06/2017 12:44:29,0,0,0,0,0,0.777559705,9829443,0,0,0,1,0,0,65535,65535,20,ADWARE_SHUANET
172.217.3.99-10.42.0.42-443-51715-6,10.42.0.42,51715,172.217.3.99,443,6,30/06/2017 05:42:58,0,0,0,0,0,71.89331033,27819,0,0,0,0,1,0,1594,360,44,BENIGN
239.255.255.250-10.42.0.1-1900-36484-17,10.42.0.1,36484,239.255.255.250,1900,17,14/06/2017 02:04:23,688,0,172,0,228.9932783,1.331356269,1001518,0,0,0,0,0,0,-1,-1,20,ADWARE_MOBIDASH
172.217.12.195-10.42.0.42-443-35829-6,10.42.0.42,35829,172.217.12.195,443,6,4/7/2017 6:28,452,4795,50.22222222,532.7777778,110.992177,0.380762185,47089297,0,0,0,1,0,0,65535,349,32,BENIGN
10.42.0.211-31.13.71.1-58522-443-6,31.13.71.1,443,10.42.0.211,58522,6,4/8/2017 5:50,31,0,15.5,0,688888.8889,44444.44444,45,0,1,0,0,1,0,132,-1,32,BENIGN
202.77.129.185-10.42.0.211-80-46632-6,10.42.0.211,46632,202.77.129.185,80,6,4/8/2017 3:52,1514,290,378.5,72.5,3096.023052,13.72959225,241037,0,0,0,1,0,0,65535,140,20,BENIGN
129.146.14.101-10.42.0.151-443-54456-6,10.42.0.151,54456,129.146.14.101,443,6,5/8/2017 7:58,0,0,0,0,0,0.215256707,9291232,0,0,0,0,1,1,1546,-1,32,BENIGN
172.217.2.161-10.42.0.151-443-47746-6,172.217.2.161,443,10.42.0.151,47746,6,22/06/2017 01:52:37,0,0,0,0,0,1190.47619,1680,0,0,0,0,1,1,349,3319,32,SCAREWARE_ANDROIDSPY
10.42.0.151-119.146.74.48-33324-80-6,10.42.0.151,33324,119.146.74.48,80,6,13/06/2017 04:45:31,0,0,0,0,0,0.14451834,13839074,0,0,0,0,1,0,2919,-1,20,ADWARE_EWIND
10.42.0.211-10.42.0.1-53344-53-17,10.42.0.211,53344,10.42.0.1,53,17,28/08/2017 04:28:14,30,116,30,116,280.3336354,3.840186787,520808,0,0,0,0,0,0,-1,-1,20,BENIGN
203.205.158.61-10.42.0.42-80-42885-6,10.42.0.42,42885,203.205.158.61,80,6,8/7/2017 8:37,0,0,0,0,0,0.046701947,42824767,0,0,0,0,1,0,1614,-1,32,BENIGN
151.101.209.140-10.42.0.211-443-44752-6,10.42.0.211,44752,151.101.209.140,443,6,23/06/2017 04:50:39,0,31,0,15.5,1311.392191,126.9089217,23618,0,0,0,0,1,1,1776,61,32,BENIGN
172.217.6.234-10.42.0.42-443-57379-6,10.42.0.42,57379,172.217.6.234,443,6,26/06/2017 11:11:21,2899,957,322.1111111,119.625,15360.10198,67.71829191,76510,0,0,0,1,0,0,65535,383,32,SCAREWARE_AVPASS
10.42.0.42-64.71.142.120-36940-443-6,10.42.0.42,36940,64.71.142.120,443,6,28/06/2017 11:19:56,0,0,0,0,0,0.107509374,18603029,0,0,0,0,1,1,8715,-1,20,SMSMALWARE_BIIGE
